"text","label","Sentiment"
"HYDERABAD: India and China could well emerge as the biggest hotspots for new zoonotic viral diseases — those that spread from wildlife to other mammals —and very likely to humans over the next few decades if human pressure on forests continues to increase, driving increasing human wildlife interactions, the State of the World’s Forests 2022 report has said.
The report comes just days after a similar prediction was made in a research paper published in the journal ‘Nature’ which too said climate change-driven changes could see over the next 50 years more than 15,000 new cases of mammals transmitting viruses to other mammals.
 
The study says that at least 10,000 virus species have the capacity to infect humans. These, at present, according to the study ‘Climate change increases cross-species viral transmission risk’, are circulating silently in wild mammals.
The study warns that climate and land use change will produce new opportunities for viral sharing among previously geographically-isolated species of wildlife, which will result in zoonotic spillover, diseases spreading from animals to humans.
The study says this risk will be highest in areas of high human population density in Asia and Africa, and could see a rise of such viral disease transmission by 4,000 times.
 
Ever since the Covid-19 pandemic there has been a renewed concern over spread of zoonotic diseases, and this concern was reflected in the ‘State of the World’s Forests’ report. It said human health is closely connected to animal health, and the shared environment.
It has become apparent, the report said, that addressing the ecosystem-health dimension through responsible land-use planning and greater involvement of the forest and wildlife sectors and natural-resource managers is important. It called for continuous monitoring and surveillance, data-sharing and evidence-based decision-making to contain the threat.
 
Click on Deccan Chronicle Technology and Science for the latest news and reviews. Follow us on Facebook, Twitter. 
","REAL","positive"
"MANNANUR: The three-day Saileswaram Jatara that began on April 15 in Amrabad Tiger Reserve passed off peacefully, but not without its share of controversies.
With political patronage increasing for the festival, and with pressure from the government to allow everyone who wants to visit the temple during the jatara, this year’s entry fee collection turned into a mess with sudden orders from Hyderabad that the entry fee be scrapped, two days into the festival. An amount of Rs 1,000 was proposed to be deducted for private four-wheelers, and lower amounts for two-wheelers and autorickshaws from this year. Finally, orders were issued to halve the entry fee on the last day of the festival.
 
According to officials, no vehicle can be allowed into a tiger reserve without an entry fee, as per the rules of the National Tiger Conservation Authority, which governs all goings on in the country’s tiger reserves. The amount collected was desperately needed for a post-jatara cleanup, food and payments to the large number of volunteers, an official said, adding: “There will be a few tons of trash that will need to be picked up.”
This year there is an additional challenge of disposing tonsured hair, as many pilgrims are tonsuring their heads. When barbers were enquired about their plans to dispose of the waste, forest department staff were informed that the hair will be thrown in the surrounding forest or in the ‘gundam’, the pool of water formed by a waterfall near the temple. The barbers were then directed to carry sacks and to stuff the tonsured hair in it to be transported out of the tiger reserve for disposal.
 
Though entry into the forest area was originally planned to have been stopped at 6 p.m., this turned out to be impossible to implement as hundreds of vehicles began piling up near the entry point at Farhabad. The entire area, including the parking lots, the way to the temple and the location where shops and ‘anna dana satrams’ came up, was lit up with generators brought to the area.
A senior forest department official in Hyderabad said that a thorough review would be held sometime later this month to evaluate how to regulate the number of people entering forests for such events, and security measures inside Telangana’s wildlife sanctuaries and tiger reserves.
 
","REAL","negative"
"What do we know about “stealth omicron” so far?
It’s an extra-contagious version of the omicron variant, but it doesn’t seem to cause more severe disease.
 
Since it was first identified in November, BA.2 has been spreading around the globe, driving new surges in parts of Asia and Europe. It’s now the dominant coronavirus version in the U.S. and more than five dozen other countries.
It was given the “stealth” nickname because it looks like the earlier delta variant on certain PCR tests, says Kristen Coleman at the University of Maryland School of Public Health. The original omicron, by contrast, is easy to differentiate from delta because of a genetic quirk.
In rare cases, early research indicates BA.2 can infect people even if they’ve already had an omicron infection. COVID-19 vaccines appear just as effective against both kinds of omicron, offering strong protection against severe illness and death.
 
Health officials also are tracking other variants including XE — a combination of BA.2 and BA.1, the original omicron — that was first identified in January in the United Kingdom. The World Health Organization is keeping tabs on XE but has not yet deemed it a variant of concern or interest.
","REAL","positive"
"Hyderabad: The famous King Koti palace, where the last Nizam stayed, on Monday turned into a war zone with scores of people, allegedly acting on behalf of jeweller Sukesh Gupta, an accused in several bank and land fraud cases, forcibly trying to gain entry into the palace and take its possession.
The Nazri Bagh Palace Trust, the custodian of the palace, had handed over the possession of the palace and issued delivery certificate to the Mumbai-based Neeharika Infrastructure Pvt Ltd on March 28 after the company completed the sale transaction. The company also got the registered sale deed released in its favour by clearing all the stamp duty arrears.
 
According to police, about 140 persons, some of them even carrying swords and lathis, tried to enter the palace and break open the gate using an earthmover. The city police acted swiftly and took about 40 people into custody while the others fled.
Assistant commissioner of police K. Venkat Reddy said a case of trespassing was registered against people who tried to enter the palace and an inquiry is on.
The hectic activity was seen at Narayanguda police station where both parties claiming possession of the property were summoned by the police. Interestingly, the representative of Sukesh Gupta at one stage proposed that the police take control of the palace and keep it in their custody till the dispute is resolved.
 
Significantly, the Enforcement Directorate had registered a case against Sukesh Gupta on charges of money laundering and selling the palace using fraudulent documents and fake sale deeds. A case with similar allegations is also underway in National Company Law Tribunal.
Rajesh Agarwal of Neeharika Infrastructure told this correspondent that Sukesh Gupta and Biyani had initially entered into an agreement with the trust and his company later invested Rs 70 crore, cleared all the arrears including the pending amount to be paid to the Trust and took possession of 28,000 square yards.
 
Agarwal also alleged that Sukesh Gupta’s men who were acting as directors had forged board resolutions and sold the property to another company with backdated sale deed. “However, the trust after receiving the full sale consideration handed over the possession to us,” Agarwal said, adding “attempts were being made to project as if we were not in possession.”
Agrawal also alleged that a city ruling party MLA had been helping Sukesh Gupta and presence of a confidant of the MLA and his demand to the police to release his men gave credence to these allegations.
 
“I saw a mob first damaged the yellow gate of Nizam-ki-Devdi with a JCB and around 130 to 140 men, one or two of them armed with swords and the others with lathis, barged into the gate,” said Mazhar Khan an automobile shop owner who was passing by.
Later after the police arrived and bolted the gate from inside many of them fled while some who were trying were caught and held in the police van, he said.
Meanwhile, Neeharika Infrastructure moved a lunch motion in the Telangana High Court seeking a direction to the police to not interfere in the case as it was a civil dispute. The court will take up the case for hearing on Tuesday.
 
","REAL","positive"
"Hyderabad: Grossly compromising on the interests of the state and failing in their duty to protect government land parcels, revenue and municipal authorities have given up their decades-long legal fight over a prime piece of land located in the twin cities, estimated to be worth over Rs 1,500 crore, by granting the final layout right on it to a cooperative housing society, Deccan Chronicle has learnt.
Following a “request” made by a senior state government official, through a recent memo 976/Assn.III(1)/2019, GHMC commissioner Lokesh Kumar sanctioned a layout for 32 acres in Survey No 327 paiki of Shaikpet village in favour of S.N. Mutually Aided Cooperative Housing Society (popularly known as Sakkubainagar).
 
The GHMC commissioner's sanction came after its standing counsel submitted in the Telangana High Court that “according to the Municipal Corporation, Sy No. 327/paiki does not exist.”
Documentary evidence available with Deccan Chronicle revealed that different government agencies had taken a consistent stand for decades that Survey No. 327 paiki was a non-existent and fictitious survey number and that the only survey number available in the records — 327 — was government land. This view had been upheld by the judiciary at different points.
 
Incidentally, several cases filed by the state government claiming ownership of the land are still pending in the Telangana High Court and a “status quo” order has been in vogue in relation to this land parcel.
Inquiries by DC revealed that the Junior Civil Judge of the City Civil Court found discrepancies in the records submitted by the SN Society in an injunction suit and categorically said the land belonged to the government. The society filed the first appeal before the Additional Chief Judge, who upheld the Junior Civil Judge’s order. The society filed a second appeal in the High Court, which is still pending.
 
In another case on the same land, the society obtained an order from a single judge of the High Court to not dispossess them from the land but the government filed a writ appeal before the bench challenging the single judge’s orders. That case is also pending.
Meanwhile, the Additional Advocate General recommended to the government to initiate a suit for declaration of title in favour of the government and Hyderabad district revenue authorities actively pursued the case. The senior official who lobbied for the layout sanction referred to High Court orders in his memo apparently to justify his action but conveniently ignored that the court had made an observation in the same order that the state government may follow due process — initiate a title suit for ownership —  to take possession.
 
Sources said the Hyderabad district authorities had succeeded in getting the state government to issue orders entrusting the title suitcase to the Advocate General, who had prepared a draft plaint and sent it to the Hyderabad district collector who, in turn, sent it to the Special Chief Secretary, Revenue, for his approval.
Several reminders were sent to Special CS, Revenue, in the last two years, to approve the AG’s plea and pursue the case further in the High Court. Yet, the recommendation for sanctioning the layout was sent to the GHMC.
 
What is intriguing is that one D. K. Narayana Rao, a retired Osmania University employee, applied to obtain for information pertaining to the layout under the Right to Information Act (RTI) but the GHMC information officers categorically asserted in their reply that “it was a 20-year-old record and was not found in the available layout records.”
Within days of the officials saying had no records of the land parcel, the GHMC commissioner cleared the same file in favour of SN Society.
“When Hyderabad district authorities came to know that the society had applied for layout clearance, the collector wrote to the GHMC to not sanction any layout as the state government was fighting for the prime property,” sources said, adding that this correspondence too was ignored and layout approval given to the society.
 
","REAL","positive"
"Guntur: Andhra Pradesh Chief Minister YS Jagan Mohan Reddy digitally inaugurated 13 new districts in the state here on Monday.
The new districts have been carved out from the existing 13 districts, bringing the number of districts in the state to 26.
 
The inauguration of the new districts took place via video conferencing organized at his office camp in Tadepalli in the Guntur district.
Officials from all other districts attended the digital inauguration ceremony.
Special Chief Secretary to Government (FAC), G. Sai Prasad in a notification issued under The Andhra Pradesh Gazette on April 3, had confirmed the formation of 13 new districts.
Reddy extended his heartiest wishes and congratulations to the people, officials and employees for the formation of the new districts and asked the officials to ensure that people are benefited by the schemes announced by government.
 
Speaking on the occasion, he said people have accepted and appreciated the decentralised form of government as the schemes are directly delivered to their doorstep, and that the same is being extended to the districts now.
""We have seen the development through decentralised administration in the form of village and ward secretariats. We are now decentralising at the district level as well. From now on, AP is a state with 26 districts. We have at least one parliamentary constituency per district,"" Reddy said.
Reiterating that new districts are being created for the decentralisation and ease of administration, the Chief Minister said the formation of districts is very much needed for Andhra Pradesh which has a population of about five crore.
 
Each district will now have six to eight assembly segments except in one tribal district.
All the new districts have come into effect from April 4.
The new names of the 13 new districts are as follows: Alluri Sitharama Raju district at Paderu; Anakapalli, Annamayya district at Rayachoti; Bapatla, Chittoor, East Godavari district at Rajamagendravaram; Kakinada at East Godavari district; Konaseema district at Amalapuram; Nandyal, NTR district at Vijayawada; Palnadu district at Narasaraopet; Parvathipuram Manyam, Sri Satya Sai district at Puttaparthy; Tirupathi district and West Godavari District at Bhimavaram; Ananathapuramu, Guntur, Krishna district at Machilipatnam; Kurnool, Prakasam district at Ongole; Sri PottiSriramulu district at Nellore; Srikakulam, Visakhapatnam, Vizianagaram and YSR district at Kadapa.
 
Now, Prakasam with 14,322 sq km area and PSR Nellore district with 24.697 lakhs of population emerged as the largest districts. The two districts together have 8 constituencies and 38 Mandals.
Parvathipuram Manyam district is the smallest district with the smallest area of 3,659 sq km and the lowest population of 9.253 lakhs. There are only three constituencies in Alluri Sitharama Raju district.  
Formed as a single urban district, Visakhapatnam district has 11 Mandals and a population of 19.595 lakhs. Each district has a population of 9.253 lakhs to 24.5 lakhs.
 
The new Alluri Sitharama Raju district has Paderu as district headquarters and Paderu and Rampachodavaram as revenue divisions. The Anakapalli district has Anakapali as district headquarters and Anakapalli and Narsipatnam as revenue divisions.
Anantapur district was reorganised with Anantapur as district headquarters and Guntakal, Anantapur and Kalyandurg as revenue divisions.
Annamayya district has Rayachoti as district headquarters and Rajampet, Rayachoti and Madanapalle as revenue divisions.
 
Bapatla district has Bapatla as district headquarters and Bapatla and Chirala as revenue divisions. Chittoor district has Chittoor as district headquarters and Nagari, Chitoor, Palamaneru and Kuppam as revenue divisions.
 
The East Godavari district has Rajamahedravaram as district headquarters and Rajamahendravaram and Kovvur as revenue divisions.
The Eluru district has Eluru as district headquarters and Jangareddygudem, Eluru and Nuzividu as revenue divisions.
Guntur district has Guntur as district headquarters and Guntur and Tenali revenue divisions.
Kakinada district has Kakinada as district headquarters and Peddapuram and Kakinada as revenue divisions.
Konaseema district has Amalapuram as district headquarters and Ramachandrapuram and Amalapuram as revenue divisions.
 
Krishna district has Machilipatnam as district headquarters with Gudivada, Vuyyuru and Machilipatnam as revenue divisions.
Kurnool district has Kurnool as district headquarters and Kurnool and Adoni as revenue divisions.
Nandyal district has Nandyal as district headquarters and Nandyal and Atmakur as revenue divisions.
NTR district has Vijayawada as district headquarters with Tiruvuru, Nandigama and Vijayawada as revenue divisions.
Palnadu district has Narasaraopet as district headquarters and Gurajala, Narasaraopet and Sattenappalli as revenue divisions.
 
Parvathipuram Manyam district has Parvathipuram as district headquarters and Parvathipuram and Palakonda as revenue divisions.
Prakasam district was reorganized with Ongole as district headquarters and Kanigiri, Markapuram and Ongole as revenue divisions.
PSR Nellore district was reorganized with Nellore as district headquarters and Kandukuru, Kavali, Atmakur and Nellore as revenue divisions.
Sathya Sai district with Puttaparthy as district headquarters was formed with Dharmavaram, Kadiri, Puttaparthy and Penukonda as revenue divisions.
 
Srikakulam district was reorganized with Srikakulam as district headquarters with Srikakulam, Palasa and Tekkali as revenue divisions.
Tirupati district was formed with Tirupati as district headquarters with Srikalahasthi, Gudur, Sullupeta and Tirupati as revenue divisions.
Visakhapatnam district was reorganized with Visakhapatnam as district headquarters and Bheemunipatnam and Visakhapatnam as revenue divisions.
Viziangaram district was reorganized with Vizianagaram as district headquarters and Vizianagaram, Cheepurupalli and Bobbili as revenue divisions.
 
West Godavari district was reorganized with Bhimavaram as district headquarters and Narasapuram and Bhimavaram as revenue divisions.
YSR district was reorganized with Kadapa as district headquarters with Jammalamadugu, Kadapa and Badvel as revenue divisions.
","REAL","positive"
"HYDERABAD:  A team of workers from Thanjavur, Tamil Nadu, has been working at the Yadadri temple complex for four months, installing the golden Kalasams and the gold-plated sanctum sanctorum. As many as 1,050 workers have been roped in for the key works at the new Yadadri temple.
Of the total 1,050 members, over 50 workers have been toiling hard at the sanctum sanctorum. ""We have been working here for three to four months now. Some of us have been involved in the gold plating works while most have been assigned with designing and installing the Kalasams,"" said a Tamil Nadu-based worker.
 
However, additional workers have been brought from Thanjavur in the last one week to meet the deadline before the reopening of the renovated temple.
","REAL","positive"
"HYDERABAD: Chief Minister K. Chandrashekar Rao's dream project, the renovation of Sri Lakshminarasimha Swamy temple in Yadadri, 70 km away from the city, has turned a visual treat on Saturday with every corner of the main temple hall being illuminated with colourful lights. While the 52 golden Kalasams on top of the gopurams add to the glory of the shrine, the new temple also has eye-catching chandeliers and special lighting.
The Chief Minister will inaugurate the renovated temple complex on Monday. With a blend of Pallava, Chalukya, Dravidian and Kakatiya styles of architecture, the temple features four mini temples and 12 wonderfully carved pillars which are the main attraction in the spacious hall measuring around 54 feet length and 36 feet in width.
 
The pillars, with sculptures of Alvars or poet-saints, are designed to enhance the aesthetic charm along the devotees’ queue line.
Eleven chandeliers - seven of them massive and four smaller – add to the exuberance of spiritual experience inside the new temple. Also, the main hall has been engineered in such a way that there is natural light and ventilation.  
An exclusive queue complex is being built, and it is in the final stages. The complex has four floors, each of which consists of two waiting halls. At any point, around 2,000 devotees can stand in the queue on each floor of the complex having a capacity of 8,000.
 
After darshan, devotees will be directed to a staircase across the hall that leads them outside the hall towards the Dwaja Stambha, through a massive 15-foot dwara.      
VIP darshan has a completely different route, with access to two separate elevators from across the lane along the presidential suites, and a passage to reach the main temple through massive dwara (doors) on the structure’s left hand side. On either side of the main hall, balconies with access to separate elevators have been built for the convenience of VIPs and pundits. The two elevators will lead to the rooms built underneath the structure.
 
However, it is said that changes could be made to regular devotees' entry and exit routes as per Vaastu recommendations, sources said. “There could be slight changes adhering to Vaastu, '' they said.
A 15-foot passage around the hall for Pradakshinas provides a serene experience to the devotees, with the comfort of seating halls after darshan. There is also a spacious Narasimha Swamy Kalyana Mandapa towards the right-hand side of the main hall.
","REAL","positive"
"Hyderabad: Film director S.S. Rajamouli's long-awaited ‘RRR’ hit the screens on Friday to packed houses, the biggest release after two years of the Covid-19 pandemic. The initial turnout seemed to quell fears on the direction the film industry would take in the post-pandemic era.
The film has secured special permission from the Telangana and Andhra Pradesh governments to hike ticket prices. In the black market, reports said, tickets went for Rs 2,000 to Rs 3,000 a piece for the 7 am show — permission has been given for five shows a day — at main theatres at RTC crossroads.
 
Pratusha, Srivalli, Deepu (names changed), a group of friends, took a day off from office for a college friends' reunion and watched 'RRR' at Prasad I-Max. To their surprise, they were able to meet some crew members of the movie.
At single-screen theatres, the scenes were riotous with fans garlanding cutouts of their favourite actors, showering flower petals and firing crackers.
V.L. Sridhar, of VLS Sridavi Theatre, Chilkalguda, said, all shows had been booked solid till Monday. The higher ticket prices had made producers, exhibitor and distributors.
 
Yellina Jitendra Rambabu, a cinema analyst, said, “The opening collections and the fanfare as a whole reassure that the industry has a positive future.”
Producer Vishnu Induri, who has bankrolled films like N.T. Rama Rao’s biopic, ‘Jayalalithaa’, ‘83’, said the film industry was badly hit by the pandemic and films like ‘RRR’ would bring back hope and prompt filmmakers to continue to think big.
""It gives impetus for filmmakers' to make more pan-India films, narrate patriotic stories and initiate multi-starrers. It’s a fantastic and healthy trend,"" said Vishnu.
 
The performance of low-budget films like ‘The Kashmir Files’, which has raked in more than Rs 200 crore so far despite low expectations, is very difficult to comprehend, he said.
For producer-distributor Abhishek Nama, things boiled down to content. He said films like ‘RRR’ will attract the audience to theatres for the cinematic experience but content was important.
“What's heartening is that people are coming to cinema theatres post the pandemic. That's the need of the hour,"" elucidates Abhishek
 
While producers have recovered the film’s budget thanks to distribution, satellite and digital sales touching Rs 600 crore, it will be a challenge for distributors and exhibitors to earn the money back from ticket sales.
Director Mahi, who made ‘Yatra’ the biopic on YS Raja Sekhar Reddy, said that the trade business post the Covid era will be multi-layered. Film-makers may make films that are dedicated to either theatrical releases or OTTs.
Interestingly, producer Suresh Babu said it was too early to predict the pattern of audiences flocking theatres. He felt there was some unhappiness with the higher ticket prices.
 
“It’s premature to comment,” Suresh Babu told Deccan Chronicle. “Films like RRR are very rare, and hence people would love to watch it in theatres. But ‘The Kashmir Files’ has been the surprise package for me; it has caught the attention of the nation. Still, we need to wait and watch the theatrical scenario.""
","REAL","positive"
"Hyderabad: A citizen who took IndiGo Airlines to consumer court after he missed a flight had to attend 15 hearings in the court here, but he won the case by a Rs 1 lakh compensation payment order.
Didugu Suresham and his daughter had missed their flight from Hyderabad to Kolkata as there was a delay in printing their boarding passes, though they had been allotted seats. As a result, they missed another connecting flight from Kolkata to Jorhat, Assam, as well.
 
There was only one flight to Jorhat from Kolkata, which they missed. Suresham's daughter had to report in Jorhat the next morning for admission into a college.
Suresham then had to book two more Indigo flights -- from Hyderabad to Kolkata and then one from Kolkata to Guwahati, after which they had to travel by bus overnight to reach Jorhat the next morning. 
Suresham registered a complaint with the airline, seeking an apology, action against the executive responsible at the airport and refund of the amount they spent for their flights. The airline rejected the pleas. He then lodged a case against the airline before the district consumer disputes redressal commission – I, Hyderabad in December, 2019.
 
Suresham had to attend 15 court hearings over two years because counsel for the airline kept seeking more time to present his papers. 
However, the complainant says he was not required to arrange for an advocate as the case was a Party in Person (PIP) filing, and also said the procedure was consumer- friendly.
The court ordered IndiGo to pay the petitioner Rs 1 lakh as compensation for the ‘hardship and mental agony’ he faced. It also asked IndiGo to refund the amount paid extra towards alternative travel tickets, as well as pay Rs 20,000 towards costs of litigation.
 
","REAL","positive"
"New Delhi: Amid the buzz surrounding the film, Kashmir Files, the Kerala unit of Congress claimed in a tweet, now deleted, that more Muslims were killed in Jammu and Kashmir during 1990-2007 than Pandits, inviting the wrath of the Bharatiya Janata Party (BJP), which called the statements ""insane"".
'Kashmir Files' has brought the spotlight on the killings and forced exodus of the Kashmiri Pandits from the valley after the Pakistan sponsored terrorists ran amok there in the late 1980s and afterwards.
 
The deleted tweet of the Kerala unit of the Congress posted from its official Twitter handle attempted to project a statistical perspective to the issue of the killings and exodus of the Kashmiri Pandits, arguing that 15000 Muslims were killed during 1990-2007 against 399 Pandits.
The Kerala Congress in another tweet, part of a series, claimed that over one lakh Muslims were killed in the erstwhile state in the wake of the communal riots (1948) after the partition of the country while no Pandits were killed in retaliation.
The tweets were posted with '#KashmiriPandit issue'.
 
The BJP, reacting sharply, said that ""Congress doesn't understand history"". ""...this is the most insane statement that Congress can make. Congress doesn't understand history... and they've hugely distorted the version of history. Under the watch of Congress dispensations, over a lakh Pandits left the valley,"" said former Union Minister and senior BJP leader K J Alphons.
The Kerala Congress also sought to shift the onus for the exodus to the BJP, saying ""the migration suited the agenda of the BJP for the Hindu-Muslim division while carrying out the Ram Mandir issue in Ayodhya"". Another tweet claimed that the then Jammu and Kashmir Governor Jagmohan was an RSS man, and he in place of providing security to the Pandits asked them to leave the valley en masse.
 
""Pandits left the valley en masse under the direction of Governor Jagmohan who was an RSS man. The migration started under the BJP-supported VP Singh government,"" claimed the Kerala unit of Congress in another tweet, arguing further that the BJP supported VP Singh's government came to power in J&K in December 1989 and exodus began the very next month and BJP continued to support VP Singh till November 1990.
","REAL","negative"
"The Telugu film Radhe Shyam starring Prabhas and Pooja Hegde, directed by Radha Krishna may have easily emerged as the highest opener in 2022 with a collection of Rs 72.41 crores across the country, but collections in the Hindi market were dented and hence the ‘pan India’ presence too took a beating.
Giving it tough competition is the film The Kashmir Files that has grown by 140% on the second day as compared to the collections of the first day.
 
Radhe Shyam’s opening day collections worldwide came to Rs 72.41, beating Bheemla Nayak and Valimai which stood at Rs 61.24 and Rs 59.28 respectively. But Radhe Shyam managed a Rs 48 crores all India collection.
Having said that, the Day one Collections in Hindi for Radhe Shyam stood at Rs 4.5 crores and collected Rs 5 crores on the second day totalling to Rs 9.5 crores in two days.
Pre-release business helps the film
While we steer away from the phenomenal Baahubali collections, let us tell you that the Prabhas starrer Saaho which was Prabhas’ next release after Baahubali: The Conclusion collected Rs 24.40 crores and the combined collections across all languages was Rs 140 crores.
 
“I will be surprised if this film collects a lot of money — will be happy if the producers recover their money,” Prabhas told us recently, clearly aware of the limitations of the romantic subject Radhe Shyam. The film has collected more than Rs 100 crore by the end of the second day.          
The pre-release business of Radhe Shyam was strong, where they reportedly cashed in more than Rs 200 crore from overseas, satellite and digital rights and sold the theatrical rights for over Rs 105 crore.  
 
Kashmir Files beats Prabhas
The Anupam Kher starrer The Kashmir Files which had managed a surprising Rs 3.55 crores on the first day registered a 140 % growth or more than double the collections on the second day and got Rs 8.50 crores ending up with Rs 12 crores in 2 days which is much more than the Radhe Shyam collections in India.
“The Kashmir Files has a lot more screens now and the film has had the highest ever growth for any film post covid era for the second day as compared to the first day. The film is growing by word of mouth,” informs Trade Analyst Taran Adarsh.
 
The Kashmir Files, directed by Agnihotri, narrates the plight of Kashmiri Pandits in the 90s. While Prime Minister Narendra Modi also met the team of The Kashmir Files and fiercely praised the film, many critics who have not appreciated the filmmaker’s right-wing leanings still went on to praise the film for not attempting to either whitewash the story or take sides.
The film was released first in 700 screens worldwide while Radhe Shyam released in more than 3000 screens.
Sanskriti Media  
","REAL","positive"
"Mumbai: Actor Samantha Ruth Prabhu has an important message for the trollers who judge women by their outfits.
Samantha donned a beautiful deep neck gown to the Critics Choice Awards on March 10. Her photos and videos from the event went viral on social media on which a section of netizens trolled her for her choice of outfit.
 
Taking to her Instagram Story on Saturday, the actor slammed trollers who judged her by her outfit. She wrote a long note amid the backdrop of herself wearing the same outfit.
The note read, ""As a woman, I bear firsthand knowledge of what it means to be judged. We judged women based on what they wear, their race, education, social standing, appearance, skin tone and the list goes on and on. Making snap judgements about a person simply based on the clothes they wear is quite literally the easiest thing one can do.""
 
She further added, ""Now that we're in the year 2022-can we finally stop judging a woman based on the hemlines & necklines she adorns and focus on instead of bettering ourselves?""
""Turning that judgement inward and training it on ones own self is evolution! Projecting our ideals on someone else never did anyone any good...let's gently rewrite the way we measure and understand a person!"" she concluded with heart emoticons.
Talking about Samantha's upcoming projects, she is awaiting the release of her next film 'Kaathuvaakula Rendu Kaathal' alongside Vijay Sethupati and Nayanthara, which is slated for a theatrical release on April 28, 2022.
 
Apart from this, she also has the mythological film, 'Shakuntalam' in her kitty.
","REAL","positive"
"Chennai: The pandemic induced apprehension, ingenuity and his flair for technological innovation, drove the 25-year-old Dinesh SP, project associate in IIT Madras, and his bride Janaganandhini Ramasamy, to host their wedding reception on Metaverse platform, earning the spontaneous appreciation of relatives, friends and gaining a world-wide audience.
The reception held at Sivalingapuram village of Anchetti taluk in Tamil Nadu's Krishnagiri district, shot the newly wedded couple to fame.
 
Dinesh, who is into Blockchain, NFTs and Crypto, says his is the first Metaverse marriage in Asia. ÂI got married in February 2022. I had planned to conduct my reception on Metaverse platform on February 6, due to the pandemic which had restricted the guests,Â he says.
Hogwarts theme from Harry Potter was the choice the couple made for their reception. A musical concert was held on Metaverse from Chennai and the event saw about 200 guests who attended the reception receive food at their homes.
ÂThe unique Metaverse marriage reception was the first to be held in Asia and it was an instant hit among the people,Â claims Vinesh Selvaraj, CEO of TardiVerse, the Sriperumbudur based Information Technology firm, which designed the virtual platform for Dinesh and Janaganandhini.
 
ÂIt took our 12-member team nearly a month from January 3 to complete the project,Â Vignesh told PTI. He says the Metaverse will be the 3.0 technology wielding tremendous influence on people.
The unique event had fetched Vignesh 60 orders from various parts of India and abroad and currently he is readying to host the Valentine's Day celebrations this February 14 on Metaverse platform in Chennai.
ÂLovers could exchange gifts on this platform,Â he adds.
A virtual world where people can interact, hold meetings, buy land, and do lot more, Metaverse, which has been around for a long time, has had huge success in science fiction movies.
 
The Matrix, the story of a computer programmer, and Sword Art Online, a popular anime series, flex this technology. Back home, in November last year, popular actor Kamal Haasan unveiled his plans of a new virtual avatar to become the first actor to enter the game-based Metaverse.
TardiVerse created the avatars of the guests, the bride and the groom besides that of bride's late father who passed away last April. ÂWe created a 3D avatar of his father-in-law as sought by Dinesh,Â says Vignesh who sees large scope for similar events in India and abroad.
 
The reception was held also with the support of CoinSwitch Kuber, a crypto exchange.
","REAL","positive"
